"Sentence";"Word"
"But because generous welfare payments help give everyone a stake in the system, and hence buttress consensus, it is hard to unravel the welfare state without affecting other parts of the consensual system too.";"to unravel"
"But because generous welfare payments help give everyone a stake in the system, and hence buttress consensus, it is hard to unravel the welfare state without affecting other parts of the consensual system too.";"to buttress"
"The reforms, as befits a consensual country, seek to spread the load evenly between the federal government, local governments and the social-security system.";"to befit"
"Either system would be better than Britain�s current set of rules. Immigration has refreshed and enriched British society throughout its history. But the latest rules betoken a dangerous defensiveness, a determination among some Britons to protect what th";"to betoken"
"As dean at Wharton, Mr Gerrity has tried to put his own creed into practice. In companies, re-engineering makes a big fuss of tearing down what it calls functional chimneys and reallocating staff to teams.";"creed"
"Yet the prospect of stronger-than-expected growth this year is sending economic forecasters scuttling to revise down their projections for next year.";"to scuttle"
"It was no ordinary bunch of opposition stroppies who ambushed the government�s Asylum and Immigration bill in the House of Lords last week. The Duke of Norfolk and Lord Carpenter were among the Tories who emasculated one of its clauses.";"to ambush"
"Since privatisation, both National Power and PowerGen have slashed their workforces by two-thirds and one-half respectively, and so dramatically increased productivity.";"to slash"
"He litters his conversation not with scholarly references but with business buzzwords, even referring to his university�s president as ""the CEO"".";"buzz word*"
"In a minority report, Patricia Hodgson, the BBC�s director of policy and planning, says that the mergers will limit competition, increase prices and discourage new entrants into the market. Her powerful dissent argues that competition is ""the most effecti";"dissent"
"If the mergers (between two big electricity companies) go ahead, she argues, there will be less competition in both generation and supply, because the two generators will have a captive outlet for their electricity.
Nascent competition in this part of th";"outlet"
"If the mergers (between two big electricity companies) go ahead, she argues, there will be less competition in both generation and supply, because the two generators will have a captive outlet for their electricity.";"captive"
"He litters his conversation not with scholarly references but with business buzzwords, even referring to his university�s president as ""the CEO"".";"to litter"
"America�s voter turnout has long been dreadful., and Oregon is no exception. In 1994, 38% of Oregon�s eligible voters cast their ballots in the May primary and 56% voted in the general election in November.";"(US) voter turnout; (Brit.) turnout at the polls"
"The government�s economics are as small-minded as its morality. It looks at those applying to come to work in Britain as a threat, not as a resource. It rules out almost anyone not yet educated and trained; and it is even loth to admit skilled people.";"loth = loath"
